Date,Open,High,Low,Close,Adj Close,Volume,Volume USD
41900,456.859985,456.859985,413.104004,424.440002,424.440002,34483200,14636049477
41901,424.102997,427.834991,384.532013,394.79599,394.79599,37919700,14970545502
41902,394.673004,423.29599,389.882996,408.903992,408.903992,36863600,15073673199
41903,408.084991,412.425995,393.181,398.821014,398.821014,26580100,10600702434
41904,399.100006,406.915985,397.130005,402.152008,402.152008,24127600,9702962788
41905,402.09201,441.557007,396.196991,435.790985,435.790985,45099500,19653955528
41906,435.751007,436.112,421.131989,423.204987,423.204987,30627700,12961795380
41907,423.156006,423.519989,409.467987,411.574005,411.574005,26814400,11036110000
41908,411.428986,414.937988,400.009003,404.424988,404.424988,21460800,8679283782
41909,403.556,406.622986,397.372009,399.519989,399.519989,15029300,6004505771
41910,399.471008,401.016998,374.332001,377.181,377.181,23613300,8906488107
41911,376.928009,385.210999,372.23999,375.46701,375.46701,32497700,12201814251
41912,376.088013,390.97699,373.442993,386.944,386.944,34707300,13429781491
41913,387.427002,391.378998,380.779999,383.61499,383.61499,26229400,10061991019
41914,383.988007,385.497009,372.946014,375.071991,375.071991,21777700,8168205298
41915,375.181,377.695007,357.859009,359.511993,359.511993,30901200,11109351998
41916,359.891998,364.487,325.885986,328.865997,328.865997,47236500,15534478667
41917,328.915985,341.800995,289.29599,320.51001,320.51001,83308096,26701078682
41918,320.389008,345.134003,302.559998,330.07901,330.07901,79011800,26080136722
41919,330.584015,339.247009,320.481995,336.187012,336.187012,49199900,16540367372
41920,336.115997,354.364014,327.187988,352.940002,352.940002,54736300,19318629831
41921,352.747986,382.726013,347.687012,365.026001,365.026001,83641104,30531177712
41922,364.687012,375.066986,352.963013,361.562012,361.562012,43665700,15787858347
41923,361.362,367.19101,355.950989,362.299011,362.299011,13345200,4834952762
41924,362.605988,379.433014,356.144012,378.549011,378.549011,17552800,6644595080
41925,377.92099,397.226013,368.897003,390.414001,390.414001,35221400,13750927695
41926,391.691986,411.697998,391.324005,400.869995,400.869995,38491500,15430087413
41927,400.954987,402.22699,388.765991,394.77301,394.77301,25267100,9974769121
41928,394.518005,398.807007,373.070007,382.556,382.556,26990000,10325186440
41929,382.756012,385.477997,375.389008,383.757996,383.757996,13600700,5219377376
41930,383.976013,395.15799,378.971008,391.441986,391.441986,11416800,4469014866
41931,391.253998,393.938995,386.457001,389.54599,389.54599,5914570,2303997026
41932,389.230988,390.084015,378.252014,382.845001,382.845001,16419000,6285932071
41933,382.42099,392.645996,380.834015,386.475006,386.475006,14188900,5483655213
41934,386.118011,388.575989,382.248993,383.15799,383.15799,11641300,4460457109
41935,382.962006,385.048004,356.446991,358.416992,358.416992,26456900,9482602516
41936,358.591003,364.345001,353.304993,358.345001,358.345001,15585700,5585057682
41937,358.610992,359.860992,342.877014,347.270996,347.270996,18127500,6295154980
41938,347.487,359.221008,343.931,354.70401,354.70401,11272500,3998400953
41939,354.777008,358.631989,349.80899,352.989014,352.989014,13033000,4600505819
41940,353.214996,359.984009,352.678986,357.618011,357.618011,7845880,2805828000
41941,357.088989,357.833008,335.342987,335.591003,335.591003,18192700,6105306440
41942,335.709015,350.912994,335.071991,345.304993,345.304993,30177900,10420579548
41943,345.009003,348.045013,337.141998,338.321014,338.321014,12545400,4244372449
41944,338.649994,340.528992,321.054993,325.748993,325.748993,16677200,5432581106
41945,326.075012,329.049988,320.626007,325.891998,325.891998,8603620,2803850912
41946,325.569,334.002014,325.480988,327.553986,327.553986,12948500,4241332788
41947,327.161011,331.766998,325.076996,330.492004,330.492004,15655500,5174017569
41948,330.683014,343.368988,330.683014,339.485992,339.485992,19817200,6727661801
41949,339.458008,352.966003,338.424011,349.290009,349.290009,18797000,6565604299
41950,349.817993,352.731995,341.776001,342.415009,342.415009,16834200,5764282745
41951,342.153992,347.032013,342.153992,345.488007,345.488007,8535470,2948902519
41952,345.376007,363.626007,344.255005,363.264008,363.264008,24205600,8793023272
41953,362.265015,374.81601,357.561005,366.924011,366.924011,30450100,11172872827
41954,365.856995,371.309998,363.734985,367.695007,367.695007,15838900,5823884446
41955,367.984985,429.717987,367.984985,423.561005,423.561005,45783200,19391978204
41956,427.27301,457.092987,401.122986,420.734985,420.734985,58945000,24800223691
41957,418.416992,419.252014,384.789001,397.817993,397.817993,29589200,11771116158
41958,399.649994,405.528015,371.007996,376.132996,376.132996,15727500,5915631695
41959,374.730011,390.799011,374.60199,387.881989,387.881989,11905600,4617967808
41960,388.348999,410.199005,377.502014,387.40799,387.40799,41518800,16084714855
41961,387.785004,392.402008,371.117004,375.197998,375.197998,32222500,12089817491
41962,373.895996,386.480988,373.895996,380.554993,380.554993,18931800,7204591016
41963,380.307007,382.024994,356.781006,357.839996,357.839996,25233200,9029448187
41964,357.878998,357.878998,344.112,350.847992,350.847992,29850100,10472847646
41965,351.604004,364.841003,350.877991,352.920013,352.920013,15273000,5390147359
41966,353.174988,370.845001,353.174988,367.572998,367.572998,15151600,5569319036
41967,366.947998,387.209015,366.669006,376.901001,376.901001,30930100,11657585651
