Date,Open,High,Low,Close,Adj Close,Volume,USD_Volume
3/3/2018,856.710999,868.453979,855.20697,857.224976,857.224976,1699369984,1456742393749.52
3/4/2018,856.185974,867.950012,840.280029,866.677979,866.677979,1697939968,1471567179929.56
3/5/2018,866.846008,869.919983,853.52002,853.684021,853.684021,1898489984,1620710563369.35
3/6/2018,853.817017,853.817017,809.93103,816.950989,816.950989,1943069952,1587392918982.58
3/7/2018,816.270996,825.606995,726.546997,752.830994,752.830994,2175419904,1637723528695.70
3/8/2018,752.570007,773.767029,696.169006,704.596008,704.596008,1891640064,1332842037667.26
3/9/2018,702.197021,729.156006,648.106995,728.916016,728.916016,2233019904,1627683972072.38
3/10/2018,730.159973,748.031006,682.695007,686.890015,686.890015,1532960000,1052974917394.40
3/11/2018,685.312012,735.830994,668.122986,723.338989,723.338989,1562680064,1130347417624.22
3/12/2018,724.406006,742.513977,683.268005,699.830994,699.830994,1764999936,1235201659620.82
3/13/2018,698.153015,713.734985,682.349976,690.827026,690.827026,1425959936,985091661782.03
3/14/2018,691.218994,702.783997,594.099976,614.291016,614.291016,1810560000,1112210741928.96
3/15/2018,614.838989,620.616028,579.505005,611.304016,611.304016,1770460032,1082289327729.09
3/16/2018,611.778015,623.16803,587.862,601.666016,601.666016,1417350016,852771337404.26
3/17/2018,601.677979,609.151001,549.096008,552.778992,552.778992,1267810048,700818760380.91
3/18/2018,551.640015,551.640015,460.088013,538.643982,538.643982,2685499904,1446528361951.18
3/19/2018,546.625977,558.099976,519.122986,556.726013,556.726013,2046790016,1139501245055.89
3/20/2018,556.721985,567.090027,521.203979,557.174988,557.174988,1833680000,1021680631995.84
3/21/2018,559.099976,589.606995,550.572021,561.731995,561.731995,1781270016,1000596359721.36
3/22/2018,562.103027,577.565979,523.088989,539.702026,539.702026,1523459968,822214431259.50
3/23/2018,539.864014,540.487,512.127014,539.619019,539.619019,1596349952,861420795078.94
3/24/2018,542.572021,545.382019,526.080017,526.439026,526.439026,1300009984,684375989767.24
3/25/2018,522.703003,535.820984,515.658997,524.286987,524.286987,1151170048,603543475990.57
3/26/2018,524.286987,526.379028,470.440002,489.950989,489.950989,1638880000,802970876852.32
3/27/2018,489.589996,491.459015,449.971008,450.115997,450.115997,1617939968,728260661782.47
3/28/2018,450.290985,466.210999,444.860992,446.278992,446.278992,1514179968,675746709825.63
3/29/2018,448.075012,450.812988,385.812988,385.967987,385.967987,1970230016,760445713202.50
3/30/2018,385.904999,409.928986,368.632996,394.644989,394.644989,1878130048,741194612133.53
3/31/2018,395.003998,418.467987,392.953003,396.457001,396.457001,1323920000,524877352763.92
4/1/2018,397.253998,400.528015,363.804993,379.606995,379.606995,1256930048,477139438446.49
4/2/2018,379.699005,395.17099,377.592987,386.424988,386.424988,1102259968,425940794907.28
4/3/2018,387.312012,418.967987,383.532013,416.893005,416.893005,1363399936,568391896335.85
4/4/2018,416.484985,417.471985,375.309998,380.542999,380.542999,1287730048,490036654368.33
4/5/2018,379.946991,387.716003,369.81601,383.231995,383.231995,1210680064,463971336233.45
4/6/2018,382.730988,385.195007,366.911011,370.285004,370.285004,967105984,358104843153.86
4/7/2018,370.380005,393.05899,369.936005,385.313995,385.313995,951475008,366616636475.14
4/8/2018,385.743011,402.589996,385.60199,400.507996,400.507996,948488000,379877028110.05
4/9/2018,400.856995,429.251007,390.609985,398.526001,398.526001,1478390016,589176860994.81
4/10/2018,399.411011,415.888,393.878998,414.243011,414.243011,1196000000,495434641156.00
4/11/2018,415.023987,430.540009,412.471008,430.540009,430.540009,1439040000,619564294551.36
4/12/2018,430.161011,493.058014,417.412994,492.94101,492.94101,2519360000,1241895862953.60
4/13/2018,493.160004,526.469971,482.658997,492.734985,492.734985,2419249920,1192049073042.45
4/14/2018,492.579987,512.023987,488.278992,501.477997,501.477997,1519079936,761785163588.17
4/15/2018,502.880005,531.702026,502.880005,531.702026,531.702026,1726089984,917765541551.11
4/16/2018,532.073975,534.197021,500.25,511.147003,511.147003,1758979968,899097338980.24
4/17/2018,511.144989,518.031006,502.563995,502.894012,502.894012,1760359936,885274470779.10
4/18/2018,503.30899,525.09198,503.045013,524.789001,524.789001,1762940032,925171538216.19
4/19/2018,524.038025,567.888977,523.262024,567.888977,567.888977,2256869888,1281651531918.42
4/20/2018,567.989014,618.715027,560.28302,615.718018,615.718018,2849469952,1754469991196.00
4/21/2018,616.004028,621.888,578.549988,605.39502,605.39502,2612460032,1581570293321.84
4/22/2018,606.119019,640.767029,593.869019,621.859985,621.859985,2426269952,1508800195956.67
4/23/2018,621.198975,646.700012,621.034973,642.547974,642.547974,2386830080,1533652832186.26
4/24/2018,643.39801,708.875,643.39801,708.15802,708.15802,3581860096,2536522953500.37
4/25/2018,707.062012,707.062012,600.211975,615.416016,615.416016,4216140032,2594680101391.55
4/26/2018,618.078979,663.18103,604.007019,662.809021,662.809021,2984009984,1977828736149.27
4/27/2018,662.109009,684.867981,647.031982,647.031982,647.031982,2598129920,1681073151631.10
4/28/2018,644.645996,691.442017,644.645996,683.677979,683.677979,2496659968,1706911441172.44
4/29/2018,683.911987,697.755981,670.513,688.880981,688.880981,2740559872,1887919573112.59
4/30/2018,689.760986,694.439026,666.117004,669.924011,669.924011,2853100032,1911360217221.67
5/1/2018,670.463013,674.403015,637.539978,673.612976,673.612976,2678960128,1804582304407.42
5/2/2018,674.075012,688.84198,667.419983,687.148987,687.148987,2822269952,1939319938557.34
5/3/2018,686.591003,784.341003,686.591003,779.54303,779.54303,4210939904,3282608851912.07
5/4/2018,776.775024,803.745972,762.632019,785.624023,785.624023,3533410048,2775931816818.38
5/5/2018,784.583008,827.455017,784.237,816.119995,816.119995,3035040000,2476956829624.80
5/6/2018,816.088013,835.057007,764.882996,792.310974,792.310974,3105570048,2460577229556.11
5/7/2018,793.338989,795.757996,710.177979,753.724976,753.724976,4316120064,3253167491651.52
5/8/2018,755.008972,774.249023,728.129028,752.856995,752.856995,2920489984,2198711313281.84
5/9/2018,752.901978,759.528992,718.471985,752.275024,752.275024,2877870080,2164949783500.88
5/10/2018,752.578979,766.747986,726.664001,727.276978,727.276978,2748950016,1999248060309.53
5/11/2018,727.013,736.97699,669.825012,679.585999,679.585999,3290080000,2235892303589.92
5/12/2018,679.877014,691.411011,644.065979,686.047974,686.047974,2668480000,1830705297659.52
5/13/2018,687.174988,741.312012,675.31897,733.495972,733.495972,2362500096,1732884304265.61
5/14/2018,732.732971,742.169983,695.791992,730.549011,730.549011,3005110016,2195380150134.99
5/15/2018,731.143005,739.052002,700.994995,708.870972,708.870972,2523069952,1788531049298.23
5/16/2018,708.086975,710.200012,682.541016,707.049988,707.049988,2476130048,1750747720724.84
5/17/2018,708.718018,718.833008,668.833984,672.656982,672.656982,2350619904,1581160890453.77
5/18/2018,672.10199,695.031006,663.809021,694.367004,694.367004,2305740032,1601029798022.70
5/19/2018,695.072021,715.578003,686.791016,696.530029,696.530029,2021549952,1408070246691.51
5/20/2018,697.922974,723.752991,692.669006,715.369019,715.369019,2156910080,1542986648000.81
5/21/2018,717.192993,719.278015,692.494019,699.221985,699.221985,2005170048,1402058981225.11
5/22/2018,700.177979,700.976013,644.026001,647.741028,647.741028,2230469888,1444766858176.17
5/23/2018,646.669983,651.635986,572.952026,583.585022,583.585022,2995429888,1748088017087.94
5/24/2018,584.536011,610.817993,557.205994,601.755005,601.755005,2791099904,1679558336687.02
5/25/2018,602.140015,617.185974,575.624023,586.734009,586.734009,2110919936,1238548516727.30
5/26/2018,587.426025,606.174988,583.512024,587.280029,587.280029,1694300032,995028571927.66
5/27/2018,588.52002,590.328003,562.866028,572.66803,572.66803,1788790016,1024382854546.39
5/28/2018,573.044983,576.049011,512.552002,516.036011,516.036011,2356900096,1216245323865.36
5/29/2018,516.14801,572.263977,516.14801,565.388,565.388,2330820096,1317817712437.25
5/30/2018,566.830017,583.135986,545.43103,559.590027,559.590027,2053970048,1149381154617.51
5/31/2018,558.497009,585.538025,557.065979,577.64502,577.64502,1985040000,1146648470500.80
6/1/2018,578.671997,589.093018,567.664978,580.04303,580.04303,1945890048,1128699959488.77
6/2/2018,580.429016,597.077026,577.322021,591.807983,591.807983,1880390016,1112829822622.30
6/3/2018,591.258972,624.513,591.258972,618.328979,618.328979,1832550016,1133118780359.71
6/4/2018,619.437012,623.429016,583.747009,592.984985,592.984985,1903430016,1128705419486.31
6/5/2018,593.406006,611.330017,580.981995,609.302979,609.302979,1844269952,1123719175833.79
6/6/2018,610.262024,611.643005,596.395996,607.124023,607.124023,1756530048,1066431589262.14
6/7/2018,607.687012,616.143982,601.692993,605.187012,605.187012,1880140032,1137836328107.66
6/8/2018,605.442993,608.810974,595.593018,601.077026,601.077026,1637779968,984431912407.82
6/9/2018,600.905029,608.583008,597.562012,597.562012,597.562012,1519309952,907881911768.74
6/10/2018,594.344971,594.344971,511.889008,526.479004,526.479004,2234880000,1176617396459.52
6/11/2018,524.856995,536.857971,515.268982,533.283997,533.283997,1982119936,1057032842003.46
6/12/2018,532.710022,538.955017,491.234985,496.842987,496.842987,1932760064,960278283352.07
6/13/2018,498.018005,501.904999,459.003998,477.493988,477.493988,2080130048,993249592178.15
6/14/2018,478.381012,523.544983,467.466003,519.742004,519.742004,2458650112,1277863736345.70
6/15/2018,520.47998,521.304993,487.468994,491.003998,491.003998,1808269952,887867775895.27
6/16/2018,490.414001,503.222992,488.851013,499.641998,499.641998,1314109952,656584522008.96
6/17/2018,499.459991,507.640991,498.64801,500.447998,500.447998,1264870016,633001667237.43
6/18/2018,499.382996,521.796021,494.06601,518.890991,518.890991,1513869952,785533479638.40
6/19/2018,519.02301,542.353027,516.312012,537.95697,537.95697,1726569984,928820357085.59
6/20/2018,538.505981,541.015015,519.369019,536.268005,536.268005,1596290048,856039279442.31
6/21/2018,536.447021,543.71698,524.258972,527.367004,527.367004,1462070016,771047483976.15
6/22/2018,527.19397,527.19397,456.877014,465.816986,465.816986,2226030080,1036922622610.94
6/23/2018,466.273987,479.128998,462.393005,474.519989,474.519989,1651379968,783612804250.18
6/24/2018,474.768005,475.359009,426.468994,457.671997,457.671997,2490579968,1139868707642.76
6/25/2018,455.936005,470.343994,448.895996,460.309998,460.309998,4007950080,1844899493308.90
6/26/2018,460.733002,461.213013,432.772003,432.772003,432.772003,1356560000,587081188389.68
6/27/2018,432.243988,444.243011,424.838989,442.36499,442.36499,1368940032,605571143566.28
6/28/2018,442.290009,443.618011,419.683014,422.36499,422.36499,1360790016,574750061499.94
6/29/2018,422.587006,441.792999,407.946991,436.009003,436.009003,1564499968,682136071241.21
6/30/2018,436.209015,458.796997,436.209015,455.179993,455.179993,1475939968,671818344302.66
7/1/2018,455.242004,457.139008,446.38501,453.917999,453.917999,1511730048,686201478416.33
7/2/2018,453.824005,479.130005,447.110992,475.346985,475.346985,1625789952,772814351926.50
7/3/2018,475.385986,483.854004,462.582001,464.195007,464.195007,1683939968,781676525233.34
7/4/2018,464.151001,481.436005,455.184998,467.317993,467.317993,1549769984,724235398534.52
7/5/2018,467.286987,483.225006,464.628998,474.411987,474.411987,1828610048,867514526319.85
7/6/2018,474.356995,479.652008,457.61499,474.011993,474.011993,1627609984,771506652342.54
7/7/2018,474.057007,491.660004,466.835999,491.660004,491.660004,1358360064,667851314499.68
7/8/2018,492.067993,503.199005,488.416992,489.118988,489.118988,1344560000,657649826505.28
7/9/2018,488.877991,490.85199,475.174988,476.682007,476.682007,1533799936,731134831828.95
7/10/2018,476.161987,478.317993,433.959991,434.424011,434.424011,1789069952,777214944507.42
7/11/2018,434.515015,447.31601,429.506989,446.518005,446.518005,1422470016,635158473716.64
7/12/2018,446.502014,446.502014,422.809998,430.074005,430.074005,1495440000,643149870037.20
7/13/2018,430.740997,442.363007,430.740997,434.027008,434.027008,1489670016,646557019951.79
7/14/2018,434.510986,439.43399,431.473999,436.085999,436.085999,1235820032,538923813238.93
7/15/2018,435.882996,454.001007,433.92099,449.850006,449.850006,1350160000,607369484100.96
7/16/2018,450.424988,480.65799,446.798004,480.65799,480.65799,1858680064,893389423615.31
7/17/2018,480.076996,508.779999,468.915009,501.002014,501.002014,2288100096,1146342756329.59
7/18/2018,500.838013,513.432983,474.359009,480.513,480.513,2371559936,1139565379527.17
7/19/2018,480.627991,483.23999,465.141998,469.618988,469.618988,2068739968,971519570207.31
7/20/2018,469.307007,469.307007,443.692993,450.697998,450.697998,1821350016,820878805868.47
7/21/2018,450.678986,468.083008,445.776001,462.436005,462.436005,1504310016,695647114080.53
7/22/2018,462.437988,470.89801,458.118988,459.657013,459.657013,1338589952,615292258968.13
7/23/2018,459.438995,469.765991,449.727997,450.852997,450.852997,1596999936,720012207354.41
7/24/2018,451.135986,481.141998,450.565002,479.372986,479.372986,2287520000,1096575292934.72
7/25/2018,479.906006,482.868011,466.473999,472.493011,472.493011,1930780032,912280070898.36
7/26/2018,472.330994,483.696014,461.424011,464.036987,464.036987,1621560064,752463846338.09
7/27/2018,464.009003,473.221985,458.290985,469.665985,469.665985,1734259968,814522916116.79
7/28/2018,469.678009,471.593994,462.989014,466.89801,466.89801,1531890048,715236414950.01
7/29/2018,466.915009,470.355988,462.712006,466.665009,466.665009,1631910016,761555302303.83
7/30/2018,466.826996,467.951996,448.640991,457.080994,457.080994,2141590000,978880085940.46
7/31/2018,457.244995,457.244995,430.444,433.867004,433.867004,1820680000,789932976842.72
8/1/2018,433.868988,435.457001,410.463989,420.747009,420.747009,1888060000,794395597812.54
8/2/2018,420.806,425.033997,410.30899,412.621002,412.621002,1569300000,647526138438.60
8/3/2018,412.566986,420.549011,399.910004,418.261993,418.261993,1722340000,720389361023.62
8/4/2018,418.237,420.186005,403.776001,407.252014,407.252014,1466540000,597251368611.56
8/5/2018,407.346008,413.716003,402.432007,410.515991,410.515991,1396820000,573416946548.62
8/6/2018,410.566986,414.540009,403.315002,406.65799,406.65799,1384880000,563172517191.20
8/7/2018,406.800995,411.404999,376.076996,380.214996,380.214996,1828350000,695166087936.60
8/8/2018,379.891998,380.67099,353.734009,356.613007,356.613007,2016080000,718960351152.56
8/9/2018,356.971008,370.946014,353.614014,365.588013,365.588013,1616610000,591013237695.93
8/10/2018,365.776001,367.045013,329.585999,334.175995,334.175995,1699400000,567898685903.00
8/11/2018,334.264008,334.264008,308.488007,322.112,322.112,1790370000,576699661440.00
8/12/2018,320.822998,328.589996,318.60199,319.570007,319.570007,1625420000,519435480777.94
8/13/2018,320.209991,323.550995,284.93399,286.494995,286.494995,1751190000,501707170294.05
8/14/2018,286.36499,286.36499,254.649994,278.932007,278.932007,2137850000,596314791164.95
8/15/2018,280.386993,303.589996,280.118988,282.364014,282.364014,1878150000,530321972894.10
8/16/2018,282.740997,298.476013,280.928009,288.04599,288.04599,1552970000,447326781090.30
8/17/2018,287.683014,316.170013,287.346008,315.729004,315.729004,1995460000,630024598321.84
8/18/2018,316.790985,320.446014,286.550995,295.812012,295.812012,1764020000,521818305408.24
8/19/2018,295.670013,307.097992,291.332001,300.834015,300.834015,1447910000,435580578658.65
8/20/2018,301.381012,304.372009,273.510986,274.315002,274.315002,1413790000,387823806677.58
8/21/2018,273.330994,285.970001,273.330994,281.944,281.944,1164120000,328216649280.00
8/22/2018,281.967987,297.485992,264.997986,271.341003,271.341003,1507660000,409089976582.98
8/23/2018,271.747986,279.54599,271.089996,277.104004,277.104004,1271160000,352243525724.64
8/24/2018,278.110992,283.302002,273.859985,282.96701,282.96701,1450170000,410350268891.70
8/25/2018,283.281006,283.515015,278.471008,279.645996,279.645996,1208360000,337913035726.56
8/26/2018,279.524994,279.524994,272.444,275.196991,275.196991,1206650000,332066449190.15
8/27/2018,275.350006,285.602997,273.649994,285.602997,285.602997,1406790000,401783440149.63
8/28/2018,286.648987,297.399994,283.571991,296.498993,296.498993,1513350000,448706751056.55
8/29/2018,296.162994,297.071014,287.286987,289.312012,289.312012,1474460000,426578989213.52
8/30/2018,289.752991,291.243011,275.210999,284.105011,284.105011,1513100000,429879292144.10
8/31/2018,284.119995,284.550995,278.513,283.003998,283.003998,1411910000,399576174816.18
9/1/2018,283.496002,301.144012,283.496002,295.341003,295.341003,1546630000,456783255469.89
9/2/2018,295.453003,298.686005,290.925995,294.371002,294.371002,1321050000,388878812192.10
9/3/2018,295.181,295.591003,287.432007,289.259003,289.259003,1394490000,403368787093.47
9/4/2018,289.296997,291.579987,284.255005,285.722992,285.722992,1554870000,444262108571.04
9/5/2018,286.045013,288.162994,232.330994,232.330994,232.330994,2390390000,555361684747.66
9/6/2018,231.647995,231.755005,218.123001,230.214996,230.214996,2097310000,482832213260.76
9/7/2018,229.535004,233.895996,217.074997,217.203003,217.203003,1678260000,364523111814.78
9/8/2018,217.912003,220.367004,193.259003,197.951004,197.951004,1517200000,300331263268.80
9/9/2018,198.384995,207.666,188.306,196.923996,196.923996,1585980000,312317519176.08
9/10/2018,197.850998,201.882996,189.584,197.078995,197.078995,1502960000,296201846325.20
9/11/2018,198.177002,198.505997,180.595993,185.065994,185.065994,1568900000,290350037986.60
9/12/2018,185.423004,185.587006,170.257004,183.330994,183.330994,1874850000,343718114100.90
9/13/2018,183.679001,214.001999,183.679001,211.354004,211.354004,2330720000,492607004202.88
9/14/2018,212.669006,222.794006,204.871002,211.748993,211.748993,2232190000,472663984684.67
9/15/2018,209.813995,226.604004,209.606003,223.074005,223.074005,1670490000,372642894612.45
9/16/2018,222.802994,222.802994,211.117996,220.589005,220.589005,1502260000,331382038651.30
