Date,NASDQ_PX_LAST
3/2/2020,8952.17
2/28/2020,8567.37
2/27/2020,8566.48
2/26/2020,8980.77
2/25/2020,8965.61
2/24/2020,9221.28
2/21/2020,9576.59
2/20/2020,9750.97
2/19/2020,9817.18
2/18/2020,9732.74
2/14/2020,9731.18
2/13/2020,9711.97
2/12/2020,9725.96
2/11/2020,9638.94
2/10/2020,9628.39
2/7/2020,9520.51
2/6/2020,9572.15
2/5/2020,9508.68
2/4/2020,9467.97
2/3/2020,9273.4
1/31/2020,9150.94
1/30/2020,9298.93
1/29/2020,9275.16
1/28/2020,9269.68
1/27/2020,9139.31
1/24/2020,9314.91
1/23/2020,9402.48
1/22/2020,9383.77
1/21/2020,9370.81
1/17/2020,9388.94
1/16/2020,9357.13
1/15/2020,9258.7
1/14/2020,9251.33
1/13/2020,9273.93
1/10/2020,9178.86
1/9/2020,9203.43
1/8/2020,9129.24
1/7/2020,9068.58
1/6/2020,9071.47
1/3/2020,9020.77
1/2/2020,9092.19
12/31/2019,8972.6
